Channel,Energy_keV,Counts
114,111.328125,1292
115,112.3046875,1330
116,113.28125,1397
117,114.2578125,1303
118,115.234375,1313
119,116.2109375,1312
120,117.1875,1322
121,118.1640625,1359
122,119.140625,1287
123,120.1171875,1320
124,121.09375,1346
125,122.0703125,1291
126,123.046875,1261
127,124.0234375,1244
128,125.0,1246
129,125.9765625,1322
130,126.953125,1299
131,127.9296875,1193
132,128.90625,1301
133,129.8828125,1229
134,130.859375,1267
135,131.8359375,1302
136,132.8125,1336
137,133.7890625,1297
138,134.765625,1285
139,135.7421875,1294
140,136.71875,1252
141,137.6953125,1276
142,138.671875,1242
143,139.6484375,1246
144,140.625,1253
145,141.6015625,1290
146,142.578125,1369
147,143.5546875,1280
148,144.53125,1259
149,145.5078125,1310
150,146.484375,1285
151,147.4609375,1271
152,148.4375,1267
153,149.4140625,1296
154,150.390625,1230
155,151.3671875,1275
156,152.34375,1289
157,153.3203125,1267
158,154.296875,1304
159,155.2734375,1244
160,156.25,1228
161,157.2265625,1222
162,158.203125,1360
163,159.1796875,1301
164,160.15625,1218
165,161.1328125,1226
166,162.109375,1240
167,163.0859375,1276
168,164.0625,1221
169,165.0390625,1223
170,166.015625,1224
171,166.9921875,1174
172,167.96875,1218
173,168.9453125,1187
174,169.921875,1174
175,170.8984375,1242
176,171.875,1201
177,172.8515625,1199
178,173.828125,1216
179,174.8046875,1264
180,175.78125,1243
181,176.7578125,1244
182,177.734375,1275
183,178.7109375,1228
184,179.6875,1253
185,180.6640625,1244
186,181.640625,1240
187,182.6171875,1230
188,183.59375,1196
189,184.5703125,1122
190,185.546875,1198
191,186.5234375,1241
192,187.5,1246
193,188.4765625,1234
194,189.453125,1174
195,190.4296875,1229
196,191.40625,1230
197,192.3828125,1176
198,193.359375,1184
199,194.3359375,1169
200,195.3125,1248
201,196.2890625,1209
202,197.265625,1147
203,198.2421875,1169
204,199.21875,1203
205,200.1953125,1155
206,201.171875,1168
207,202.1484375,1177
208,203.125,1192
209,204.1015625,1258
210,205.078125,1189
211,206.0546875,1143
212,207.03125,1139
213,208.0078125,1147
214,208.984375,1171
215,209.9609375,1178
216,210.9375,1231
217,211.9140625,1138
218,212.890625,1174
219,213.8671875,1176
220,214.84375,1217
221,215.8203125,1154
222,216.796875,1108
223,217.7734375,1212
224,218.75,1216
225,219.7265625,1145
226,220.703125,1139
227,221.6796875,1146
228,222.65625,1174
229,223.6328125,1181
230,224.609375,1135
231,225.5859375,1162
232,226.5625,1141
233,227.5390625,1132
234,228.515625,1109
235,229.4921875,1193
236,230.46875,1113
237,231.4453125,1180
238,232.421875,1122
239,233.3984375,1144
240,234.375,1193
241,235.3515625,1105
242,236.328125,1094
243,237.3046875,1121
244,238.28125,1144
245,239.2578125,1196
246,240.234375,1150
247,241.2109375,1124
248,242.1875,1160
249,243.1640625,1182
250,244.140625,1172
251,245.1171875,1088
252,246.09375,1161
253,247.0703125,1112
254,248.046875,1088
255,249.0234375,1116
256,250.0,1162
257,250.9765625,1091
258,251.953125,1101
259,252.9296875,1136
260,253.90625,1127
261,254.8828125,1088
262,255.859375,1063
263,256.8359375,1140
264,257.8125,1086
265,258.7890625,1135
266,259.765625,1094
267,260.7421875,1142
268,261.71875,1145
269,262.6953125,1110
270,263.671875,1086
271,264.6484375,1065
272,265.625,1109
273,266.6015625,1113
274,267.578125,1126
275,268.5546875,1133
276,269.53125,1070
277,270.5078125,1098
278,271.484375,1123
279,272.4609375,1120
280,273.4375,1077
281,274.4140625,1096
282,275.390625,1113
283,276.3671875,1031
284,277.34375,1107
285,278.3203125,1082
286,279.296875,1093
287,280.2734375,1045
288,281.25,1105
289,282.2265625,1040
290,283.203125,1065
291,284.1796875,1060
292,285.15625,1028
293,286.1328125,1054
294,287.109375,1088
295,288.0859375,1100
296,289.0625,1090
297,290.0390625,1076
298,291.015625,1093
299,291.9921875,1036
300,292.96875,1081
301,293.9453125,1084
302,294.921875,1084
303,295.8984375,1098
304,296.875,1064
305,297.8515625,1055
306,298.828125,1044
307,299.8046875,1052
308,300.78125,1090
309,301.7578125,980
310,302.734375,1114
311,303.7109375,1028
312,304.6875,1029
313,305.6640625,1037
314,306.640625,1084
315,307.6171875,1094
316,308.59375,1115
317,309.5703125,1021
318,310.546875,1048
319,311.5234375,1086
320,312.5,1058
321,313.4765625,1085
322,314.453125,1074
323,315.4296875,1031
324,316.40625,1061
325,317.3828125,1000
326,318.359375,1002
327,319.3359375,1079
328,320.3125,1091
329,321.2890625,1035
330,322.265625,956
331,323.2421875,1078
332,324.21875,1017
333,325.1953125,1061
334,326.171875,1042
335,327.1484375,1050
336,328.125,1082
337,329.1015625,993
338,330.078125,1028
339,331.0546875,1025
340,332.03125,1082
341,333.0078125,989
342,333.984375,1010
343,334.9609375,1028
344,335.9375,1034
345,336.9140625,1011
346,337.890625,1032
347,338.8671875,979
348,339.84375,969
349,340.8203125,992
350,341.796875,1070
351,342.7734375,1038
352,343.75,999
353,344.7265625,1019
354,345.703125,1044
355,346.6796875,1015
356,347.65625,1005
357,348.6328125,1057
358,349.609375,1025
359,350.5859375,1073
360,351.5625,1051
361,352.5390625,1033
362,353.515625,950
363,354.4921875,971
364,355.46875,1024
365,356.4453125,996
366,357.421875,1029
367,358.3984375,978
368,359.375,985
369,360.3515625,1005
370,361.328125,1026
371,362.3046875,959
372,363.28125,983
373,364.2578125,996
374,365.234375,1036
375,366.2109375,1037
376,367.1875,975
377,368.1640625,986
378,369.140625,1006
379,370.1171875,992
380,371.09375,1001
381,372.0703125,1014
382,373.046875,1002
383,374.0234375,1013
384,375.0,976
385,375.9765625,993
386,376.953125,985
387,377.9296875,1027
388,378.90625,1027
389,379.8828125,966
390,380.859375,990
391,381.8359375,950
392,382.8125,985
393,383.7890625,943
394,384.765625,938
395,385.7421875,905
396,386.71875,971
397,387.6953125,978
398,388.671875,949
399,389.6484375,962
400,390.625,963
401,391.6015625,964
402,392.578125,957
403,393.5546875,989
404,394.53125,995
405,395.5078125,933
406,396.484375,973
407,397.4609375,916
408,398.4375,984
409,399.4140625,992
410,400.390625,951
411,401.3671875,999
412,402.34375,916
413,403.3203125,894
414,404.296875,892
415,405.2734375,950
416,406.25,950
417,407.2265625,1002
418,408.203125,948
419,409.1796875,967
420,410.15625,968
421,411.1328125,987
422,412.109375,923
423,413.0859375,967
424,414.0625,971
425,415.0390625,898
426,416.015625,954
427,416.9921875,951
428,417.96875,900
429,418.9453125,943
430,419.921875,950
431,420.8984375,942
432,421.875,929
433,422.8515625,959
434,423.828125,872
435,424.8046875,894
436,425.78125,949
437,426.7578125,917
438,427.734375,941
439,428.7109375,978
440,429.6875,980
441,430.6640625,988
442,431.640625,947
443,432.6171875,943
444,433.59375,950
445,434.5703125,917
446,435.546875,1004
447,436.5234375,910
448,437.5,907
449,438.4765625,918
450,439.453125,959
451,440.4296875,940
452,441.40625,945
453,442.3828125,935
454,443.359375,943
455,444.3359375,862
456,445.3125,971
457,446.2890625,964
458,447.265625,907
459,448.2421875,868
460,449.21875,894
461,450.1953125,864
462,451.171875,915
463,452.1484375,876
464,453.125,910
465,454.1015625,865
466,455.078125,919
467,456.0546875,894
468,457.03125,929
469,458.0078125,865
470,458.984375,984
471,459.9609375,868
472,460.9375,902
473,461.9140625,929
474,462.890625,959
475,463.8671875,879
476,464.84375,922
477,465.8203125,835
478,466.796875,917
479,467.7734375,892
480,468.75,934
481,469.7265625,871
482,470.703125,965
483,471.6796875,889
484,472.65625,931
485,473.6328125,844
486,474.609375,863
487,475.5859375,881
488,476.5625,909
489,477.5390625,908
490,478.515625,919
491,479.4921875,927
492,480.46875,899
493,481.4453125,945
494,482.421875,891
495,483.3984375,866
496,484.375,880
497,485.3515625,867
498,486.328125,853
499,487.3046875,872
500,488.28125,888
501,489.2578125,926
502,490.234375,861
503,491.2109375,868
504,492.1875,819
505,493.1640625,882
506,494.140625,845
507,495.1171875,877
508,496.09375,829
509,497.0703125,858
510,498.046875,845
511,499.0234375,920
512,500.0,894
513,500.9765625,819
514,501.953125,861
515,502.9296875,872
516,503.90625,885
517,504.8828125,818
518,505.859375,838
519,506.8359375,885
520,507.8125,857
521,508.7890625,852
522,509.765625,862
523,510.7421875,870
524,511.71875,854
525,512.6953125,862
526,513.671875,839
527,514.6484375,841
528,515.625,857
529,516.6015625,890
530,517.578125,829
531,518.5546875,814
532,519.53125,853
533,520.5078125,818
534,521.484375,887
535,522.4609375,834
536,523.4375,813
537,524.4140625,858
538,525.390625,846
539,526.3671875,834
540,527.34375,848
541,528.3203125,797
542,529.296875,784
543,530.2734375,856
544,531.25,852
545,532.2265625,810
546,533.203125,840
547,534.1796875,826
548,535.15625,870
549,536.1328125,815
550,537.109375,788
551,538.0859375,809
552,539.0625,822
553,540.0390625,882
554,541.015625,866
555,541.9921875,766
556,542.96875,871
557,543.9453125,821
558,544.921875,867
559,545.8984375,835
560,546.875,854
561,547.8515625,793
562,548.828125,810
563,549.8046875,813
564,550.78125,791
565,551.7578125,807
566,552.734375,816
567,553.7109375,836
568,554.6875,781
569,555.6640625,813
570,556.640625,826
571,557.6171875,792
572,558.59375,803
573,559.5703125,771
574,560.546875,829
575,561.5234375,837
576,562.5,821
577,563.4765625,799
578,564.453125,865
579,565.4296875,774
580,566.40625,812
581,567.3828125,840
582,568.359375,760
583,569.3359375,785
584,570.3125,805
585,571.2890625,771
586,572.265625,773
587,573.2421875,786
588,574.21875,792
589,575.1953125,799
590,576.171875,741
591,577.1484375,796
592,578.125,787
593,579.1015625,815
594,580.078125,839
595,581.0546875,771
596,582.03125,814
597,583.0078125,760
598,583.984375,800
599,584.9609375,759
600,585.9375,808
601,586.9140625,793
602,587.890625,742
603,588.8671875,830
604,589.84375,765
605,590.8203125,770
606,591.796875,757
607,592.7734375,771
608,593.75,774
609,594.7265625,764
610,595.703125,802
611,596.6796875,796
612,597.65625,802
613,598.6328125,792
614,599.609375,812
615,600.5859375,811
616,601.5625,769
617,602.5390625,760
618,603.515625,768
619,604.4921875,746
620,605.46875,749
621,606.4453125,773
622,607.421875,776
623,608.3984375,756
624,609.375,768
625,610.3515625,766
626,611.328125,735
627,612.3046875,766
628,613.28125,753
629,614.2578125,749
630,615.234375,789
631,616.2109375,772
632,617.1875,752
633,618.1640625,773
634,619.140625,736
635,620.1171875,758
636,621.09375,785
637,622.0703125,759
638,623.046875,733
639,624.0234375,779
640,625.0,788
641,625.9765625,770
642,626.953125,730
643,627.9296875,759
644,628.90625,747
645,629.8828125,714
646,630.859375,710
647,631.8359375,744
648,632.8125,757
649,633.7890625,761
650,634.765625,774
651,635.7421875,727
652,636.71875,712
653,637.6953125,768
654,638.671875,706
655,639.6484375,795
656,640.625,690
657,641.6015625,727
658,642.578125,816
659,643.5546875,716
660,644.53125,698
661,645.5078125,735
662,646.484375,731
663,647.4609375,699
664,648.4375,666
665,649.4140625,697
666,650.390625,750
667,651.3671875,741
668,652.34375,753
669,653.3203125,725
670,654.296875,735
671,655.2734375,757
672,656.25,721
673,657.2265625,707
674,658.203125,739
675,659.1796875,740
676,660.15625,725
677,661.1328125,694
678,662.109375,721
679,663.0859375,684
680,664.0625,722
681,665.0390625,695
682,666.015625,714
683,666.9921875,710
684,667.96875,743
685,668.9453125,681
686,669.921875,704
687,670.8984375,704
688,671.875,753
689,672.8515625,741
690,673.828125,696
691,674.8046875,736
692,675.78125,721
693,676.7578125,761
694,677.734375,626
695,678.7109375,729
696,679.6875,734
697,680.6640625,714
698,681.640625,698
699,682.6171875,761
700,683.59375,706
701,684.5703125,686
702,685.546875,681
703,686.5234375,694
704,687.5,775
705,688.4765625,745
706,689.453125,706
707,690.4296875,657
708,691.40625,690
709,692.3828125,695
710,693.359375,698
711,694.3359375,719
712,695.3125,701
713,696.2890625,689
714,697.265625,735
715,698.2421875,697
716,699.21875,723
717,700.1953125,725
718,701.171875,668
719,702.1484375,666
720,703.125,678
721,704.1015625,673
722,705.078125,651
723,706.0546875,675
724,707.03125,679
725,708.0078125,671
726,708.984375,670
727,709.9609375,734
728,710.9375,679
729,711.9140625,700
730,712.890625,687
731,713.8671875,727
732,714.84375,714
733,715.8203125,682
734,716.796875,688
735,717.7734375,695
736,718.75,706
737,719.7265625,643
738,720.703125,689
739,721.6796875,662
740,722.65625,652
741,723.6328125,736
742,724.609375,683
743,725.5859375,691
744,726.5625,709
745,727.5390625,684
746,728.515625,675
747,729.4921875,661
748,730.46875,629
749,731.4453125,711
750,732.421875,627
751,733.3984375,735
752,734.375,700
753,735.3515625,701
754,736.328125,651
755,737.3046875,642
756,738.28125,633
757,739.2578125,676
758,740.234375,655
759,741.2109375,635
760,742.1875,628
761,743.1640625,668
762,744.140625,663
763,745.1171875,645
764,746.09375,692
765,747.0703125,680
766,748.046875,651
767,749.0234375,619
768,750.0,664
769,750.9765625,632
770,751.953125,647
771,752.9296875,639
772,753.90625,675
773,754.8828125,663
774,755.859375,657
775,756.8359375,664
776,757.8125,614
777,758.7890625,675
778,759.765625,672
779,760.7421875,648
780,761.71875,648
781,762.6953125,691
782,763.671875,649
783,764.6484375,613
784,765.625,636
785,766.6015625,671
786,767.578125,645
787,768.5546875,702
788,769.53125,667
789,770.5078125,669
790,771.484375,648
791,772.4609375,618
792,773.4375,614
793,774.4140625,613
794,775.390625,632
795,776.3671875,622
796,777.34375,648
797,778.3203125,664
798,779.296875,632
799,780.2734375,641
800,781.25,665
801,782.2265625,611
802,783.203125,643
803,784.1796875,615
804,785.15625,677
805,786.1328125,672
806,787.109375,656
807,788.0859375,607
808,789.0625,624
809,790.0390625,606
810,791.015625,627
811,791.9921875,709
812,792.96875,644
813,793.9453125,592
814,794.921875,593
815,795.8984375,656
816,796.875,617
817,797.8515625,613
818,798.828125,645
819,799.8046875,591
820,800.78125,632
821,801.7578125,638
822,802.734375,641
823,803.7109375,608
824,804.6875,595
825,805.6640625,611
826,806.640625,600
827,807.6171875,631
828,808.59375,641
829,809.5703125,560
830,810.546875,683
831,811.5234375,629
832,812.5,634
833,813.4765625,607
834,814.453125,619
835,815.4296875,644
836,816.40625,634
837,817.3828125,602
838,818.359375,655
839,819.3359375,593
840,820.3125,594
841,821.2890625,652
842,822.265625,602
843,823.2421875,593
844,824.21875,601
845,825.1953125,588
846,826.171875,611
847,827.1484375,605
848,828.125,611
849,829.1015625,620
850,830.078125,619
851,831.0546875,625
852,832.03125,607
853,833.0078125,594
854,833.984375,629
855,834.9609375,603
856,835.9375,592
857,836.9140625,613
858,837.890625,601
859,838.8671875,593
860,839.84375,593
861,840.8203125,630
862,841.796875,563
863,842.7734375,600
864,843.75,601
865,844.7265625,567
866,845.703125,618
867,846.6796875,573
868,847.65625,600
869,848.6328125,582
870,849.609375,562
871,850.5859375,601
872,851.5625,554
873,852.5390625,573
874,853.515625,607
875,854.4921875,596
876,855.46875,582
877,856.4453125,595
878,857.421875,599
879,858.3984375,568
880,859.375,563
881,860.3515625,593
882,861.328125,595
883,862.3046875,596
884,863.28125,573
885,864.2578125,610
886,865.234375,567
887,866.2109375,602
888,867.1875,594
889,868.1640625,520
890,869.140625,583
891,870.1171875,571
892,871.09375,560
893,872.0703125,577
894,873.046875,562
895,874.0234375,565
896,875.0,568
897,875.9765625,606
898,876.953125,549
899,877.9296875,540
900,878.90625,609
901,879.8828125,535
902,880.859375,625
903,881.8359375,554
904,882.8125,574
905,883.7890625,553
906,884.765625,587
907,885.7421875,586
908,886.71875,576
909,887.6953125,580
910,888.671875,598
911,889.6484375,539
912,890.625,551
913,891.6015625,544
914,892.578125,553
915,893.5546875,530
916,894.53125,582
917,895.5078125,533
918,896.484375,587
919,897.4609375,590
920,898.4375,528
921,899.4140625,592
922,900.390625,551
923,901.3671875,575
924,902.34375,534
925,903.3203125,549
926,904.296875,543
927,905.2734375,569
928,906.25,557
929,907.2265625,583
930,908.203125,516
931,909.1796875,522
932,910.15625,567
933,911.1328125,596
934,912.109375,551
935,913.0859375,599
936,914.0625,528
937,915.0390625,601
938,916.015625,532
939,916.9921875,527
940,917.96875,540
941,918.9453125,547
942,919.921875,542
943,920.8984375,544
944,921.875,596
945,922.8515625,559
946,923.828125,518
947,924.8046875,581
948,925.78125,535
949,926.7578125,523
950,927.734375,574
951,928.7109375,557
952,929.6875,530
953,930.6640625,546
954,931.640625,528
955,932.6171875,500
956,933.59375,522
957,934.5703125,526
958,935.546875,465
959,936.5234375,556
960,937.5,557
961,938.4765625,548
962,939.453125,538
963,940.4296875,517
964,941.40625,543
965,942.3828125,543
966,943.359375,522
967,944.3359375,552
968,945.3125,548
969,946.2890625,535
970,947.265625,538
971,948.2421875,518
972,949.21875,522
973,950.1953125,502
974,951.171875,572
975,952.1484375,519
976,953.125,557
977,954.1015625,569
978,955.078125,474
979,956.0546875,557
980,957.03125,614
981,958.0078125,530
982,958.984375,511
983,959.9609375,514
984,960.9375,498
985,961.9140625,546
986,962.890625,489
987,963.8671875,508
988,964.84375,536
989,965.8203125,539
990,966.796875,496
991,967.7734375,522
992,968.75,516
993,969.7265625,497
994,970.703125,486
995,971.6796875,517
996,972.65625,528
997,973.6328125,536
998,974.609375,506
999,975.5859375,485
1000,976.5625,479
1001,977.5390625,490
1002,978.515625,523
1003,979.4921875,528
1004,980.46875,544
1005,981.4453125,514
1006,982.421875,512
1007,983.3984375,505
1008,984.375,515
1009,985.3515625,495
1010,986.328125,505
1011,987.3046875,484
1012,988.28125,501
1013,989.2578125,521
1014,990.234375,505
1015,991.2109375,516
1016,992.1875,480
1017,993.1640625,475
1018,994.140625,495
1019,995.1171875,508
1020,996.09375,504
1021,997.0703125,482
1022,998.046875,502
1023,999.0234375,474
1024,1000.0,502
1025,1000.9765625,479
1026,1001.953125,490
1027,1002.9296875,490
1028,1003.90625,534
1029,1004.8828125,527
1030,1005.859375,545
1031,1006.8359375,517
1032,1007.8125,487
1033,1008.7890625,510
1034,1009.765625,522
1035,1010.7421875,481
1036,1011.71875,550
1037,1012.6953125,501
1038,1013.671875,535
1039,1014.6484375,536
1040,1015.625,472
1041,1016.6015625,506
1042,1017.578125,476
1043,1018.5546875,483
1044,1019.53125,497
1045,1020.5078125,522
1046,1021.484375,455
1047,1022.4609375,512
1048,1023.4375,488
1049,1024.4140625,463
1050,1025.390625,505
1051,1026.3671875,473
1052,1027.34375,497
1053,1028.3203125,503
1054,1029.296875,461
1055,1030.2734375,496
1056,1031.25,460
1057,1032.2265625,487
1058,1033.203125,501
1059,1034.1796875,458
1060,1035.15625,488
1061,1036.1328125,486
1062,1037.109375,473
1063,1038.0859375,465
1064,1039.0625,508
1065,1040.0390625,467
1066,1041.015625,457
1067,1041.9921875,497
1068,1042.96875,518
1069,1043.9453125,523
1070,1044.921875,479
1071,1045.8984375,488
1072,1046.875,476
1073,1047.8515625,495
1074,1048.828125,464
1075,1049.8046875,467
1076,1050.78125,500
1077,1051.7578125,470
1078,1052.734375,518
1079,1053.7109375,476
1080,1054.6875,468
1081,1055.6640625,477
1082,1056.640625,467
1083,1057.6171875,480
1084,1058.59375,491
1085,1059.5703125,490
1086,1060.546875,485
1087,1061.5234375,510
1088,1062.5,470
1089,1063.4765625,488
1090,1064.453125,479
1091,1065.4296875,506
1092,1066.40625,470
1093,1067.3828125,494
1094,1068.359375,469
1095,1069.3359375,495
1096,1070.3125,474
1097,1071.2890625,476
1098,1072.265625,509
1099,1073.2421875,406
1100,1074.21875,437
1101,1075.1953125,461
1102,1076.171875,485
1103,1077.1484375,466
1104,1078.125,439
1105,1079.1015625,538
1106,1080.078125,461
1107,1081.0546875,439
1108,1082.03125,451
1109,1083.0078125,462
1110,1083.984375,474
1111,1084.9609375,463
1112,1085.9375,498
1113,1086.9140625,426
1114,1087.890625,485
1115,1088.8671875,433
1116,1089.84375,426
1117,1090.8203125,497
1118,1091.796875,449
1119,1092.7734375,455
1120,1093.75,442
1121,1094.7265625,473
1122,1095.703125,435
1123,1096.6796875,443
1124,1097.65625,474
1125,1098.6328125,474
1126,1099.609375,501
1127,1100.5859375,459
1128,1101.5625,465
1129,1102.5390625,480
1130,1103.515625,478
1131,1104.4921875,470
1132,1105.46875,478
1133,1106.4453125,462
1134,1107.421875,428
1135,1108.3984375,477
1136,1109.375,477
1137,1110.3515625,473
1138,1111.328125,442
1139,1112.3046875,443
1140,1113.28125,489
1141,1114.2578125,496
1142,1115.234375,446
1143,1116.2109375,447
1144,1117.1875,469
1145,1118.1640625,456
1146,1119.140625,505
1147,1120.1171875,528
1148,1121.09375,475
1149,1122.0703125,477
1150,1123.046875,535
1151,1124.0234375,482
1152,1125.0,481
1153,1125.9765625,515
1154,1126.953125,523
1155,1127.9296875,480
1156,1128.90625,525
1157,1129.8828125,564
1158,1130.859375,560
1159,1131.8359375,585
1160,1132.8125,545
1161,1133.7890625,543
1162,1134.765625,613
1163,1135.7421875,568
1164,1136.71875,597
1165,1137.6953125,608
1166,1138.671875,609
1167,1139.6484375,589
1168,1140.625,650
1169,1141.6015625,690
1170,1142.578125,659
1171,1143.5546875,705
1172,1144.53125,698
1173,1145.5078125,688
1174,1146.484375,732
1175,1147.4609375,756
1176,1148.4375,780
1177,1149.4140625,699
1178,1150.390625,766
1179,1151.3671875,812
1180,1152.34375,823
1181,1153.3203125,794
1182,1154.296875,816
1183,1155.2734375,776
1184,1156.25,838
1185,1157.2265625,833
1186,1158.203125,856
1187,1159.1796875,827
1188,1160.15625,838
1189,1161.1328125,909
1190,1162.109375,934
1191,1163.0859375,895
1192,1164.0625,948
1193,1165.0390625,899
1194,1166.015625,896
1195,1166.9921875,937
1196,1167.96875,984
1197,1168.9453125,935
1198,1169.921875,953
1199,1170.8984375,910
1200,1171.875,968
1201,1172.8515625,951
1202,1173.828125,965
1203,1174.8046875,956
1204,1175.78125,900
1205,1176.7578125,938
1206,1177.734375,927
1207,1178.7109375,880
1208,1179.6875,884
1209,1180.6640625,890
1210,1181.640625,875
1211,1182.6171875,826
1212,1183.59375,876
1213,1184.5703125,868
1214,1185.546875,855
1215,1186.5234375,830
1216,1187.5,878
1217,1188.4765625,787
1218,1189.453125,832
1219,1190.4296875,787
1220,1191.40625,799
1221,1192.3828125,805
1222,1193.359375,796
1223,1194.3359375,729
1224,1195.3125,783
1225,1196.2890625,702
1226,1197.265625,704
1227,1198.2421875,719
1228,1199.21875,684
1229,1200.1953125,657
1230,1201.171875,680
1231,1202.1484375,622
1232,1203.125,601
1233,1204.1015625,598
1234,1205.078125,646
1235,1206.0546875,610
1236,1207.03125,545
1237,1208.0078125,607
1238,1208.984375,526
1239,1209.9609375,567
1240,1210.9375,536
1241,1211.9140625,506
1242,1212.890625,541
1243,1213.8671875,500
1244,1214.84375,519
1245,1215.8203125,505
1246,1216.796875,511
1247,1217.7734375,473
1248,1218.75,498
1249,1219.7265625,522
1250,1220.703125,468
1251,1221.6796875,424
1252,1222.65625,430
1253,1223.6328125,481
1254,1224.609375,440
1255,1225.5859375,415
1256,1226.5625,393
1257,1227.5390625,399
1258,1228.515625,389
1259,1229.4921875,405
1260,1230.46875,432
1261,1231.4453125,407
1262,1232.421875,382
1263,1233.3984375,397
1264,1234.375,358
1265,1235.3515625,396
1266,1236.328125,372
1267,1237.3046875,398
1268,1238.28125,399
1269,1239.2578125,347
1270,1240.234375,396
1271,1241.2109375,396
1272,1242.1875,365
1273,1243.1640625,395
1274,1244.140625,383
1275,1245.1171875,354
1276,1246.09375,379
1277,1247.0703125,372
1278,1248.046875,393
1279,1249.0234375,354
1280,1250.0,387
1281,1250.9765625,381
1282,1251.953125,377
1283,1252.9296875,375
1284,1253.90625,413
1285,1254.8828125,384
1286,1255.859375,366
1287,1256.8359375,395
1288,1257.8125,373
1289,1258.7890625,374
1290,1259.765625,373
1291,1260.7421875,375
1292,1261.71875,375
1293,1262.6953125,355
1294,1263.671875,394
1295,1264.6484375,393
1296,1265.625,405
1297,1266.6015625,381
1298,1267.578125,367
1299,1268.5546875,364
1300,1269.53125,396
1301,1270.5078125,410
1302,1271.484375,370
1303,1272.4609375,415
1304,1273.4375,413
1305,1274.4140625,429
1306,1275.390625,377
1307,1276.3671875,381
1308,1277.34375,416
1309,1278.3203125,390
1310,1279.296875,397
1311,1280.2734375,420
1312,1281.25,456
1313,1282.2265625,476
1314,1283.203125,429
1315,1284.1796875,457
1316,1285.15625,460
1317,1286.1328125,477
1318,1287.109375,487
1319,1288.0859375,464
1320,1289.0625,491
1321,1290.0390625,517
1322,1291.015625,497
1323,1291.9921875,480
1324,1292.96875,508
1325,1293.9453125,543
1326,1294.921875,515
1327,1295.8984375,515
1328,1296.875,557
1329,1297.8515625,554
1330,1298.828125,556
1331,1299.8046875,547
1332,1300.78125,583
1333,1301.7578125,590
1334,1302.734375,606
1335,1303.7109375,653
1336,1304.6875,636
1337,1305.6640625,645
1338,1306.640625,648
1339,1307.6171875,639
1340,1308.59375,669
1341,1309.5703125,666
1342,1310.546875,692
1343,1311.5234375,755
1344,1312.5,711
1345,1313.4765625,724
1346,1314.453125,771
1347,1315.4296875,799
1348,1316.40625,715
1349,1317.3828125,834
1350,1318.359375,783
1351,1319.3359375,854
1352,1320.3125,814
1353,1321.2890625,842
1354,1322.265625,831
1355,1323.2421875,830
1356,1324.21875,796
1357,1325.1953125,862
1358,1326.171875,817
1359,1327.1484375,888
1360,1328.125,845
1361,1329.1015625,807
1362,1330.078125,809
1363,1331.0546875,813
1364,1332.03125,825
1365,1333.0078125,839
